,context,question,answer
217,“多甫，”旗人的文化已经提到这么高，正翁当着客人面前，称儿子的号而不呼名了。“多甫，你坐下！”看儿子坐下了，正翁本不想咳嗽，可是又似乎有咳嗽的必要，于是就有腔有调地咳嗽了一会儿，而后问二哥：“定大爷肯管这个事吗？”“我不知道，所以才来请您帮帮忙！”,我不知道，所以才来请您帮帮忙！”,{'二哥'}
218,“没准儿”是张大哥最忌讳的三个字。但是不便和儿子辩论。又待了半天，“据我看，不如学财政好。”“财政也行；那么您一定送我留洋了？”天真立起来。“我并没那么说！上外洋一年得多少钱？”“还不得两三千？”天真约摸着说。,“财政也行；那么您一定送我留洋了？”,{'天真'}
219,李太太想了会儿，心中一向没有过这个观念。四口人的事，找老妈子？工钱之外，吃，喝，还得偷点？再说，有了仆人，我该做什么，仆人该做什么？况且，我的东西就不许别人动：我的衣裳叫老妈子粗枝大叶地洗，洗两回就搓几个窟窿？我的厨房由她占据着……她的回答很简单：“我不累！”“我想菱。”他说。“接回来呀，我也怪想的呢！”“菱回来，不又多一份事？”“人家有五六个孩子的呢，没老妈子也没吃不上喝不上！”“怕你太累！”“不累！”老李再没有话说。“要是找老妈子，”李太太思索了半天，“还不如把二利找来呢。”,“接回来呀，我也怪想的呢！”,{'李太太'}
220,二哥还信白莲教！他没有造反、推翻皇朝的意思，一点也没有。他只是为坚守不动烟酒的约束，而入了“理门[插图]”。本来，在友人让烟让酒的时候，他拿出鼻烟壶，倒出点茶叶末颜色的闻药来，抹在鼻孔上，也就够了。大家不会强迫一位“在理儿的”破戒。可是，他偏不说自己“在理儿”，而说：我是白莲教！不错，“理门”确与白莲教有些关系，可是在一般人的心目中，“在理儿”是好事，而白莲教便有些可怕了。母亲便对他说过：“老二，在理儿的不动烟酒，很好！何必老说白莲教呢，叫人怪害怕的！”二哥听了，便爽朗地笑一阵：“老太太！我这个白莲教不会造反！”母亲点点头：“对！那就好！”,“老太太！我这个白莲教不会造反！”,{'二哥'}
221,“多甫，”正翁掏出四吊钱的票子来，“给你，出去蹓蹓！看有好的小白梨，买几个来，这两天我心里老有点火。”多甫接过钱来，扭头就走，大有子路负米的孝心与勇气。“二哥，您坐着，我给老爷子找小白梨去！什么时候打，我听您一句话，决不含糊！”他摇晃着肩膀走了出去。“正翁，您……”二哥问。“老二，”正翁亲切地叫，“老二！咱们顶好别去蹚浑水！”,“二哥，您坐着，我给老爷子找小白梨去！什么时候打，我听您一句话，决不含糊！”,{'多甫'}
222,天真也不便再说，给父亲一个草案，以后再慢慢进行，资本老头的钱不能像流水那么痛快。“水仙好哇，今年，还是您自己晒的？”天真一阵明白，知道讨资本老头的喜欢是要去留洋的第一步，而夸奖老头自己晒的水仙是讨喜欢的捷径。“不算十分好，”资本老头的眼从烟斗上挪到儿子的脸部，然后沉着气立起来，“不算十分好。”走到水仙花那里，用手在花苞的下面横着一比，“去年的才这样矮；今年的长荒了；屋子还是太热。”,不算十分好，”,{'资本老头'}
223,孙先生打着自创的国语向老李报告：“吴太极儿，”他以为无论什么字后加上个“儿”便是官话，“和小赵儿，哎呀，打得凶！压根儿没完，到如今儿没完，哎哟，凶得很！”“为什么呢？”连慢性的老李也着了急。“小赵儿呀，有个未婚妻儿，压根儿顶呱呱，呱呱叫！”“他还没娶过，那么？”“压根儿没娶过，压根儿也娶过，瘸子的屁股儿，斜门！”,“小赵儿呀，有个未婚妻儿，压根儿顶呱呱，呱呱叫！”,{'孙先生'}
224,大舅听出客人的语气急切，因而不便马上动问。他比客人高着一品，须拿出为官多年，经验丰富，从容不迫的神态来。于是，他先去看鸟，而且相当内行地夸赞了几句。直到大姐公公又叫了两声云翁，他才开始说正经话：“正翁！我也有点不安！真要是能自力更生不可，您看，您看，我五十多了，头发掉了多一半，肩膀越来越歪，可叫我干什么去呢？这不是什么变法，是要我的老命！”“嗻！是！”正翁轻嗽了两下，几乎完全没有音乐性。,“正翁！我也有点不安！真要是能自力更生不可，您看，您看，我五十多了，头发掉了多一半，肩膀越来越歪，可叫我干什么去呢？这不是什么变法，是要我的老命！”,"{'云翁', '大舅'}"
225,二哥说完，定大爷闭上眼，深思。而后，睁开眼，他用细润白胖，大指上戴着个碧绿明润的翡翠扳指的手，轻脆地拍了胖腿一下：“啊！啊？我看你不错，你来给我办学堂吧！”“啊？”二哥吓了一跳。“你先别出声，听我说！”定大爷微微有点急切地说：“大清国为什么……啊？”凡是他不愿明说的地方，他便问一声“啊”，叫客人去揣摩。“旗人，像你说的那个什么多，啊？去巴结外国人？还不都因为幼而失学，不明白大道理吗？非办学堂不可！非办不可！你就办去吧！我看你很好，你行！哈哈哈！”,“旗人，像你说的那个什么多，啊？去巴结外国人？还不都因为幼而失学，不明白大道理吗？非办学堂不可！非办不可！你就办去吧！我看你很好，你行！哈哈哈！,{'定大爷'}
226,“您没养洋水仙花，今年？”天真心里直暗笑自己。“太慢，非到阴历二月初开不了，而且今年也真贵，四毛五分钱一头；玩不起！可是好哇，上面看花，下面看根，养好了根子这么长。前天才听说，洋水仙开过之后，等叶子干了，把包儿头朝下挂在不见阳光，干松的地方，到冬天就又能开花。事就奇怪，怎么倒挂着，”烟斗头朝了下，“就又能拔尖子呢？其中必有个道理！”张大哥显出爱用思想的样子。“把小孩子倒栽葱养着，大了准能做高官。”天真觉得自己非常地幽默，而且对父亲过度地和气。,“太慢，非到阴历二月初开不了，而且今年也真贵，四毛五分钱一头；玩不起！可是好哇，上面看花，下面看根，养好了根子这么长。前天才听说，洋水仙开过之后，等叶子干了，把包儿头朝下挂在不见阳光，干松的地方，到冬天就又能开花。事就奇怪，怎么倒挂着，”烟斗头朝了下，“就又能拔尖子呢？其中必有个道理！”,{'张大哥'}
227,老李马上草了一个呈文，每个字都斟酌了三四遍，然后誊清，拿着去找孙先生。心里说，不能人人都像邱先生吧？！“哎呀，老李儿，好文章，呱呱叫。”孙先生接过保状，一边看一边夸赞。凡是有孙先生不识的字的文章都是好文章，所以他连呼“好文章，呱呱叫！”看完，他递给老李，“好，压根儿好！”“签个字吧？”老李极和气地说。“我呀？叫我签字呀？哎呀，等下看，等下看。文章是好的，呱呱叫！”老李拿起笔来，自己签上了名：“我先把自己写在前面，等正式誊录的时候，再商量一下谁领衔好。”,“我先把自己写在前面，等正式誊录的时候，再商量一下谁领衔好。”,"{'老李', '老李儿'}"
228,“是嘛！真要是不再发钱粮，叫我下街去卖……”正翁把手捂在耳朵上，学着小贩的吆喝，眼中含着泪，声音凄楚：“赛梨㖿，辣来换！我，我……”他说不下去了。“正翁，您的身子骨儿比我结实多了。我呀，连卖半空儿多给，都受不了啊！”“云翁！云翁！您听我说！就是给咱们每人一百亩地，自耕自种，咱们有办法没有？”“由我这儿说，没有！甭说我拿不动锄头，就是拿得动，我要不把大拇脚指头锄掉了，才怪！”,“赛梨㖿，辣来换！我，我……”,{'正翁'}
229,二哥要笑，可是没笑出来；他也不怎么觉得一阵难过。他赶紧把话拉回来：“那，那什么，定大爷，您看王掌柜的事儿怎么办呢？”“那，他不过是个老山东儿！”这句话伤了二哥的心。他低下头去，半天没说出话来。“怎么啦？怎么啦？”定大爷相当急切地问。,“那，他不过是个老山东儿！”,{'定大爷'}
230,她要伸手拿杯子，张大哥又发了话：“老吴你替李太太喝点吧；白兰地厉害，她还得照应着孩子们呢。”吴太极觉得张大哥是看得起他，“老吴是军人，李大嫂，喝个一瓶两瓶没关系。”一口灌下去一杯，哈了一声，打了个抱虎归山，用手背擦了擦嘴。还觉得不尽兴，“老李，咱替了李太太一杯，咱俩得对一杯，公道不公道？请！”没等老李说什么，他又干了一杯，紧跟着，“开酒！”,“老吴是军人，李大嫂，喝个一瓶两瓶没关系。”,"{'老吴', '吴太极'}"
231,吴太太的眼睛找了李太太去。李太太一时聪明，想起个主意来：“你偷偷地把那个小东西给小赵送回去，不就完了吗？”“这倒是个主意，大妹妹，是个主意，”方墩因为脖子太粗不能点头，一劲儿眨巴眼。“我回去再想想，啊——想起来了，我找邱太太去，看她有主意没有。”吴太太似乎决定不再向男人们要主意。,“这倒是个主意，大妹妹，是个主意，”,"{'吴太太', '方墩'}"
232,“是嘛！真要是不再发钱粮，叫我下街去卖……”正翁把手捂在耳朵上，学着小贩的吆喝，眼中含着泪，声音凄楚：“赛梨㖿，辣来换！我，我……”他说不下去了。“正翁，您的身子骨儿比我结实多了。我呀，连卖半空儿多给，都受不了啊！”“云翁！云翁！您听我说！就是给咱们每人一百亩地，自耕自种，咱们有办法没有？”“由我这儿说，没有！甭说我拿不动锄头，就是拿得动，我要不把大拇脚指头锄掉了，才怪！”,“由我这儿说，没有！甭说我拿不动锄头，就是拿得动，我要不把大拇脚指头锄掉了，才怪！”,{'正翁'}
233,定大爷正和两位翰林公欣赏一块古砚。见牛牧师进来，他才转身拱手，很响亮地说：“牛牧师！我是定禄！请坐！”牧师还没坐下，主人又说了话：“啊，引见引见，这是林小秋翰林，这是纳雨声翰林，都坐！坐！”,“牛牧师！我是定禄！请坐！”,"{'定禄', '定大爷'}"
